"","playerId","nameFull","position","heightInches","weight","ageAtDraft","combine40yd","combineVert","combineBench","combineShuttle","combineBroad","combine3cone","round","pick"
"2006",20140156,"Lamin Barrow","OLB",73,237,23.4547945205479,4.64,35,22,4.35,123,7.24,5,156
"2007",20140012,"Odell Beckham","WR",71,198,21.5178082191781,4.43,38.5,7,3.94,122,6.69,1,12
"2008",20140028,"Kelvin Benjamin","WR",77,245,23.2684931506849,4.61,32.5,13,4.39,117,7.33,1,28
"2009",20140148,"Bene Benwikere","DB",72,195,22.6931506849315,4.63,40.5,10,4.38,122,6.94,5,148
"2010",20140152,"Nat Berhe","S",71,195,22.8547945205479,4.71,35.5,15,4.22,116,7.08,5,152
"2011",20140035,"Joel Bitonio","OT",76,305,22.5890410958904,4.97,32,22,4.44,113,7.37,2,35
"2012",20140181,"Alfred Blue","RB",74,225,23.0465753424658,4.63,32,13,4.5,121,7.15,6,181
"2013",20140111,"Russell Bodine","C",75,308,21.8684931506849,5.18,29,42,4.66,109,8.26,4,111
"2015",20140077,"Chris Borland","LB",72,245,23.1150684931507,4.83,31,27,4.27,113,7.18,3,77
"2016",20140128,"Tre Boston","S",73,205,21.8821917808219,4.59,35,18,4.31,115,7.04,4,128
"2017",20140121,"Carl Bradford","OLB",73,248,21.7424657534247,4.76,37.5,23,4.3,122,7.25,4,121
"2018",20140102,"Bashaud Breeland","DB",71,195,22.2849315068493,4.62,34.5,11,4.33,123,7.04,4,102
"2019",20140064,"Justin Britt","OT",78,315,22.958904109589,5.19,23,23,4.69,99,8.14,2,64
"2020",20140074,"Jay Bromley","DT",75,314,21.958904109589,5.06,33.5,26,4.78,104,7.92,3,74
"2022",20140073,"Preston Brown","LB",73,251,21.5424657534247,4.86,33,23,4.26,115,6.98,3,73
"2023",20140118,"Martavis Bryant","WR",76,211,22.3972602739726,4.42,39,16,4.15,123,7.18,4,118
"2024",20140027,"Deone Bucannon","S",73,211,21.7013698630137,4.49,36.5,19,4.26,124,6.96,1,27
"2027",20140218,"Michael Campanaro","WR",69,191,23.2986301369863,4.46,39,20,4.01,122,6.77,7,218
"2028",20140117,"Ka'Deem Carey","RB",70,215,21.5342465753425,4.7,32.5,19,4.38,114,7.08,4,117
"2029",20140165,"Ryan Carrethers","DT",73,333,23.2109589041096,5.47,26,32,4.6,87,7.89,5,165
"2030",20140088,"Will Clarke","DE",78,275,23.027397260274,4.77,32,22,4.57,111,7.26,3,88
"2031",20140021,"Ha Ha Clinton-Dix","S",73,208,21.3917808219178,4.58,33,11,4.16,117,7.16,1,21
"2032",20140001,"Jadeveon Clowney","DE",77,270,21.241095890411,4.53,37.5,21,4.43,123,7.27,1,1
"2033",20140109,"Ross Cockrell","DB",72,191,22.7698630136986,4.56,36.5,10,4.32,122,7.28,4,109
"2034",20140020,"Brandin Cooks","WR",70,189,20.6301369863014,4.33,36,16,3.81,120,6.76,1,20
"2037",20140072,"Scott Crichton","DE",75,273,22.5369863013699,4.84,31.5,24,4.29,108,7.19,3,72
"2039",20140127,"Pierre Desir","DB",74,198,23.6794520547945,4.59,35,11,4.3,133,6.86,4,127
"2040",20140248,"Ahmad Dixon","S",72,205,22.6876712328767,4.64,32,14,4.5,111,7.55,7,248
"2041",20140195,"Brandon Dixon","DB",71,203,24.0493150684932,4.41,32.5,17,4.27,116,7.15,6,195
"2042",20140013,"Aaron Donald","DT",73,280,22.9753424657534,4.68,32,35,4.39,115,7.11,1,13
"2043",20140247,"Jonathan Dowling","S",75,190,22.4301369863014,4.52,33.5,8,4.24,116,7.04,7,247
"2044",20140137,"Dakota Dozier","OT",76,313,23.0383561643836,5.42,24,23,4.89,100,8.14,4,137
"2045",20140060,"Kony Ealy","DE",76,275,22.3945205479452,4.92,31,22,4.45,113,6.83,2,60
"2047",20140143,"Kadeem Edwards","OG",76,315,23.3013698630137,5.25,27,26,4.82,99,7.95,5,143
"2048",20140106,"Bruce Ellington","WR",69,197,22.7260273972603,4.45,39.5,15,3.95,120,6.69,4,106
"2049",20140107,"Justin Ellis","DT",74,335,23.3780821917808,5.27,28,25,4.75,91,7.81,4,107
"2050",20140210,"IK Enemkpali","DE",73,261,22.8630136986301,4.78,34,28,4.65,112,7.67,6,210
"2051",20140115,"Shaq Evans","WR",73,213,23.186301369863,4.51,34.5,13,4.21,122,7.07,4,115
"2052",20140182,"Antone Exum","DB",72,219,23.2082191780822,4.59,35,17,4.13,116,7.05,6,182
"2054",20140065,"C.J. Fiedorowicz","TE",77,265,22.558904109589,4.76,31.5,25,4.26,115,7.1,3,65
"2055",20140140,"Cameron Fleming","OT",78,320,21.6904109589041,5.28,23.5,26,5,97,8.24,4,140
"2057",20140014,"Kyle Fuller","DB",72,190,22.2383561643836,4.49,38.5,12,4.19,127,6.9,1,14
"2058",20140193,"Zach Fulton","OG",77,316,22.6383561643836,5.16,24.5,25,5.16,98,7.87,6,193
"2059",20140087,"Phillip Gaines","DB",72,193,23.1095890410959,4.38,36.5,11,4.04,122,6.62,3,87
"2061",20140197,"Demetri Goodson","DB",71,197,24.9232876712329,4.52,37,11,4.34,123,6.8,6,197
"2062",20140142,"Ryan Grant","WR",72,204,23.4,4.64,35.5,8,4.11,117,6.68,5,142
"2064",20140037,"Ra'Shede Hageman","DT",78,318,23.7643835616438,5.02,35.5,32,4.5,113,7.87,2,37
"2065",20140216,"Andre Hal","DB",70,190,21.9534246575342,4.5,35.5,15,4.27,117,7.14,7,216
"2068",20140190,"Matt Hazel","WR",73,195,22.3041095890411,4.5,36.5,15,4.2,116,7.08,6,190
"2069",20140185,"Robert Herron","WR",69,193,21.9452054794521,4.48,35.5,18,4.27,124,6.84,6,185
"2070",20140119,"Anthony Hitchens","OLB",72,235,21.9232876712329,4.74,31.5,23,4.45,115,7.15,4,119
"2072",20140122,"Marqueston Huff","S",71,196,22.1013698630137,4.49,35.5,15,4.19,116,7.26,4,122
"2076",20140187,"Bennett Jackson","DB",73,192,22.6575342465753,4.51,38,13,4,127,6.75,6,187
"2077",20140081,"Gabe Jackson","OG",75,335,22.8383561643836,5.34,29,30,4.78,108,8.25,3,81
"2078",20140019,"Ja'Wuan James","OT",78,307,21.9424657534247,5.34,29,22,4.56,102,7.42,1,19
"2079",20140236,"Jeff Janis","WR",75,219,22.8876712328767,4.42,37.5,20,3.98,123,6.64,7,236
"2083",20140129,"Dontae Johnson","DB",74,200,22.4493150684931,4.45,38.5,12,4.24,123,6.82,4,129
"2084",20140173,"Wesley Johnson","OT",77,297,23.3424657534247,5.11,29,26,4.64,111,7.4,5,173
"2085",20140112,"DaQuan Jones","DT",76,322,22.4054794520548,5.35,27.5,25,4.78,100,7.73,4,112
"2088",20140041,"Lamarcus Joyner","DB",68,190,23.4602739726027,4.55,37.5,14,4.4,123,7.26,2,41
"2089",20140174,"Devon Kennard","OLB",76,256,22.8876712328767,4.7,30,23,4.32,112,7.25,5,174
"2091",20140044,"Cyrus Kouandjio","OT",79,322,20.8109589041096,5.59,27.5,21,4.84,96,7.71,2,44
"2093",20140034,"DeMarcus Lawrence","DE",75,265,22.041095890411,4.8,34.5,20,4.31,112,7.46,2,34
"2094",20140133,"Nevin Lawson","DB",69,192,23.0575342465753,4.48,33,16,4.4,120,7.12,4,133
"2095",20140246,"Charles Leno","OT",75,305,22.5945205479452,5.21,29,21,4.4,108,7.57,7,246
"2096",20140011,"Taylor Lewan","OT",79,309,22.8109589041096,4.87,30.5,29,4.49,116,7.39,1,11
"2100",20140155,"Arthur Lynch","TE",77,258,23.9068493150685,4.82,29.5,28,4.35,115,7.38,5,155
"2101",20140005,"Khalil Mack","OLB",75,250,23.2219178082192,4.65,40,23,4.18,127,7.08,1,5
"2103",20140108,"Cassius Marsh","DE",76,245,21.8493150684932,4.89,32,14,4.25,108,7.08,4,108
"2104",20140084,"Kareem Martin","DE",78,272,22.2301369863014,4.72,35.5,22,4.33,128,7.2,3,84
"2105",20140016,"Zack Martin","OT",76,315,23.4794520547945,5.22,28,29,4.59,104,7.65,1,16
"2106",20140006,"Jake Matthews","OT",77,309,22.2520547945205,5.07,30.5,24,4.47,104,7.34,1,6
"2107",20140042,"Jordan Matthews","WR",75,212,21.8246575342466,4.46,35.5,21,4.18,120,6.95,2,42
"2109",20140096,"Jerick McKinnon","RB",69,205,22.027397260274,4.41,40.5,32,4.12,132,6.83,3,96
"2110",20140059,"Jack Mewhort","OT",78,305,22.6191780821918,5.37,26,28,4.64,100,7.79,2,59
"2111",20140090,"Donte Moncrief","WR",74,216,20.7671232876712,4.4,39.5,13,4.3,132,7.02,3,90
"2112",20140198,"Zach Moore","DE",78,275,23.6876712328767,4.84,33.5,23,4.46,123,7.41,6,198
"2115",20140047,"Trent Murphy","OLB",78,259,23.3917808219178,4.86,35.5,19,4.2,116,6.78,2,47
"2117",20140166,"Jonathan Newsome","DE",75,236,23.3068493150685,4.73,34,21,4.63,116,7.31,5,166
"2118",20140052,"Troy Niklas","TE",78,270,21.6493150684932,4.84,32,27,4.55,113,7.57,2,52
"2119",20140123,"Kevin Norwood","WR",74,212,24.6383561643836,4.48,33,8,4.32,121,6.68,4,123
"2120",20140040,"Kyle Van Noy","OLB",75,243,23.9013698630137,4.71,32.5,21,4.2,111,7.22,2,40
"2122",20140207,"Matt Paradis","C",75,300,24.586301369863,5.34,26,23,4.46,102,7.6,6,207
"2125",20140132,"Kevin Pierre-Louis","OLB",72,230,22.6,4.51,39,28,4.02,127,6.92,4,132
"2126",20140196,"Walter Powell","WR",72,189,22.4712328767123,4.63,31.5,10,4.23,120,6.7,6,196
"2127",20140158,"Caraun Reid","DT",74,298,22.4712328767123,4.91,26.5,20,4.58,104,7.59,5,158
"2129",20140153,"Cyril Richardson","OG",77,329,23.3780821917808,5.36,25.5,25,4.83,90,7.7,5,153
"2130",20140043,"Weston Richburg","C",76,300,22.8465753424658,5.1,25.5,25,4.63,104,7.93,2,43
"2132",20140002,"Greg Robinson","OT",77,332,21.558904109589,4.92,28.5,32,4.86,112,7.8,1,2
"2133",20140098,"Richard Rodgers","TE",76,257,22.3068493150685,4.87,31.5,16,4.47,115,7.23,3,98
"2134",20140249,"Michael Sam","DE",74,260,24.3479452054795,4.91,25.5,17,4.7,113,7.8,7,249
"2135",20140054,"Bishop Sankey","RB",70,213,21.6575342465753,4.49,35.5,26,4,125,6.75,2,54
"2136",20140015,"Ryan Shazier","OLB",73,230,21.6821917808219,4.58,42,25,4.21,128,6.91,1,15
"2137",20140139,"Prince Shembo","OLB",74,254,22.386301369863,4.71,38.5,26,4.31,122,7.29,4,139
"2138",20140069,"Charles Sims","RB",72,211,23.6493150684932,4.48,37.5,17,4.3,125,7.16,3,69
"2139",20140159,"Chris Smith","DE",73,266,22.2520547945205,4.71,37,28,4.46,121,7.55,5,159
"2141",20140026,"Marcus Smith","DE",75,258,22.1178082191781,4.68,35,23,4.47,121,7.48,1,26
"2144",20140255,"Tyler Starr","OLB",77,250,23.2986301369863,4.95,32,24,4.15,115,6.64,7,255
"2147",20140033,"Xavier Su'a-Filo","OG",76,310,23.3643835616438,5.04,25,25,4.44,101,7.6,2,33
"2148",20140082,"Will Sutton","DT",73,290,22.6109589041096,5.36,28.5,24,4.82,99,7.93,3,82
"2149",20140076,"Travis Swanson","C",77,304,23.2849315068493,5.28,26,20,4.65,93,7.73,3,76
"2150",20140138,"Lorenzo Taliaferro","RB",72,232,22.3890410958904,4.58,33,18,4.22,116,6.88,4,138
"2151",20140100,"Brandon Thomas","OT",75,317,23.2328767123288,5.09,29,35,4.83,98,8.13,3,100
"2152",20140085,"Khyri Thornton","DT",75,315,24.4767123287671,5.03,29,28,4.76,111,7.83,3,85
"2153",20140171,"Jordan Tripp","OLB",75,234,23.1123287671233,4.67,37.5,22,3.96,120,6.89,5,171
"2154",20140067,"Billy Turner","OT",77,310,22.572602739726,5.16,28,25,4.71,108,7.92,3,67
"2155",20140175,"John Urschel","OG",75,300,22.8876712328767,5.31,29,30,4.47,101,7.55,5,175
"2156",20140131,"Brock Vereen","S",71,202,21.7369863013699,4.47,34,25,4.07,116,6.9,4,131
"2158",20140004,"Sammy Watkins","WR",73,211,20.9123287671233,4.43,34,16,4.34,125,6.95,1,4
"2159",20140136,"Larry Webster","DE",78,275,24.2438356164384,4.58,36.5,17,4.44,123,7.29,4,136
"2161",20140252,"Lavelle Westbrooks","DB",72,185,22.3342465753425,4.63,36,15,4.27,121,6.98,7,252
"2162",20140130,"James White","RB",70,205,22.2739726027397,4.57,32,23,4.2,113,7.05,4,130
"2165",20140151,"Avery Williamson","LB",73,246,22.1780821917808,4.66,30.5,25,4.07,120,7.11,5,151
"2167",20140145,"David Yankey","OG",78,315,22.3178082191781,5.48,28.5,22,4.86,102,7.81,5,145
"2168",20150054,"Ameer Abdullah","RB",69,203,21.8931506849315,4.6,42.5,24,3.95,130,6.79,2,54
"2169",20150149,"Jay Ajayi","RB",72,223,21.8876712328767,4.57,39,19,4.1,121,7.1,5,149
"2170",20150124,"Kwon Alexander","OLB",73,227,20.7534246575342,4.55,36,24,4.2,121,7.14,4,124
"2171",20150238,"Mario Alford","WR",68,177,23.1917808219178,4.43,34,13,4.07,121,6.64,7,238
"2172",20150125,"Javorius Allen","RB",72,222,23.6904109589041,4.53,35.5,11,4.28,121,6.96,4,125
"2173",20150031,"Stephone Anthony","LB",75,245,22.7698630136986,4.56,37,23,4.03,122,7.07,1,31
"2174",20150017,"Arik Armstead","DE",79,292,21.4684931506849,5.1,34,24,4.53,117,7.57,1,17
"2175",20150008,"Vic Beasley","DE",75,246,22.8246575342466,4.53,41,35,4.15,130,6.91,1,8
"2176",20150117,"Blake Bell","TE",78,252,23.7452054794521,4.8,33,14,4.32,116,6.85,4,117
"2177",20150162,"Kenny Bell","WR",73,188,23.1917808219178,4.42,41.5,7,4.15,129,6.66,5,162
"2178",20150100,"Angelo Blackson","DT",76,318,22.4712328767123,5.02,31,20,4.57,101,7.5,4,100
"2180",20150233,"Da'Ron Brown","WR",72,199,23.6219178082192,4.54,37,17,4.11,120,7.04,7,233
"2182",20150032,"Malcom Brown","DT",74,320,21.2520547945205,5.05,29.5,26,4.59,98,7.84,1,32
"2183",20150244,"Trenton Brown","OG",80,355,22.0602739726027,5.29,23.5,20,4.78,97,8.23,7,244
"2184",20150168,"Michael Burton","FB",72,240,23.2575342465753,4.74,33,25,4.34,115,7.2,5,168
"2185",20150080,"Alex Carter","DB",72,200,20.5424657534247,4.51,40,17,4.07,121,7.05,3,80
"2186",20150212,"Anthony Chickillo","DE",75,255,22.4,4.79,34.5,27,4.25,114,7.17,6,212
"2187",20150063,"Frank Clark","DE",75,260,21.8904109589041,4.79,38.5,19,4.05,118,7.08,2,63
"2188",20150184,"Kaelin Clay","WR",70,195,23.3397260273973,4.51,33,10,4.26,113,6.97,6,184
"2189",20150110,"T.J. Clemmings","OL",77,309,23.4630136986301,5.14,32.5,22,4.54,111,7.68,4,110
"2190",20150087,"Sammie Coates","WR",73,212,22.0958904109589,4.43,41,23,4.06,131,6.98,3,87
"2194",20150076,"Chris Conley","WR",75,205,22.5260273972603,4.35,45,18,4.3,139,7.06,3,76
"2195",20150096,"Xavier Cooper","DT",76,300,23.4301369863014,4.86,29,29,4.37,110,7.23,3,96
"2199",20150105,"Jamison Crowder","WR",69,177,21.8821917808219,4.56,37,10,4.32,115,7.17,4,105
"2200",20150050,"Ronald Darby","DB",71,193,21.3369863013699,4.38,41.5,12,4.14,129,6.94,2,50
"2203",20150126,"Mike Davis","RB",69,217,22.2054794520548,4.61,34,17,4.18,116,7,4,126
"2204",20150253,"Xzavier Dickson","OLB",75,255,22.6465753424658,4.74,29.5,19,4.53,100,7.56,7,253
"2205",20150200,"Quandre Diggs","DB",69,200,22.2821917808219,4.56,36.5,17,4.15,113,7.22,6,200
"2207",20150119,"Andrew Donnal","OL",78,310,23.172602739726,5.31,32,17,4.77,101,7.84,4,119
"2208",20150029,"Phillip Dorsett","WR",70,185,22.3287671232877,4.33,37,13,4.11,122,6.7,1,29
"2209",20150164,"Lorenzo Doss","DB",71,187,21.0356164383562,4.5,33.5,9,4.26,115,7.2,5,164
"2210",20150114,"Jamil Douglas","OL",76,308,23.1835616438356,5.25,29,28,4.75,99,7.99,4,114
"2211",20150035,"Mario Edwards Jr.","DE",75,280,21.2739726027397,4.84,32.5,32,4.55,120,7.44,2,35
"2213",20150153,"Kyle Emanuel","OLB",75,250,23.7205479452055,4.77,34,27,4.25,120,7.1,5,153
"2214",20150019,"Cameron Erving","OT",77,313,22.6986301369863,5.15,30.5,30,4.63,112,7.48,1,19
"2215",20150101,"Trey Flowers","DE",74,265,21.7178082191781,4.93,36.5,28,4.4,121,7.34,4,101
"2216",20150003,"Dante Fowler","DE",75,255,20.7534246575342,4.6,32.5,19,4.32,112,7.4,1,3
"2217",20150108,"Jalston Fowler","FB",71,254,24.7780821917808,4.94,33.5,23,4.4,114,7.56,4,108
"2219",20150208,"Andy Gallik","C",74,306,23.613698630137,5.5,27,29,4.58,96,7.66,6,208
"2220",20150109,"Clayton Geathers","S",74,220,22.9260273972603,4.55,37,22,4.27,120,7.21,4,109
"2221",20150243,"Laurence Gibson","OL",78,300,24.1315068493151,5.04,33.5,24,4.56,113,7.72,7,243
"2222",20150134,"Mark Glowinski","OL",76,310,23.0054794520548,5.2,29.5,31,4.58,113,7.56,4,134
"2223",20150056,"Senquez Golson","DB",69,176,21.827397260274,4.46,33.5,15,4.2,120,6.81,2,56
"2224",20150015,"Melvin Gordon","RB",73,215,22.0602739726027,4.52,35,19,4.07,126,7.04,1,15
"2225",20150091,"Chaz Green","OL",77,316,23.0739726027397,5.16,29.5,21,4.7,106,8,3,91
"2226",20150040,"Dorial Green-Beckham","WR",77,237,22.0630136986301,4.49,33.5,13,4.45,119,6.89,2,40
"2227",20150097,"Geneo Grissom","OLB",76,265,22.9178082191781,4.81,37,24,4.38,117,7.24,3,97
"2229",20150224,"Bryce Hager","LB",73,237,23.0027397260274,4.6,35,26,4.36,117,7.15,7,224
"2231",20150107,"Justin Hardy","WR",70,192,23.3808219178082,4.56,36.5,11,4.21,114,6.63,4,107
"2233",20150152,"Jarvis Harrison","OL",76,330,23.3616438356164,5.19,29.5,26,4.62,102,7.51,5,152
"2234",20150057,"Rob Havenstein","OL",80,328,22.9780821917808,5.46,28.5,16,4.87,96,8.28,2,57
"2236",20150140,"Ben Heeney","LB",72,230,22.9780821917808,4.59,33.5,19,4,120,6.68,5,140
"2237",20150207,"Amarlo Herrera","LB",73,244,23.6246575342466,4.83,32,23,4.27,111,7.35,6,207
"2238",20150084,"Jordan Hicks","LB",73,236,22.8547945205479,4.68,38,20,4.15,124,6.78,3,84
"2239",20150024,"D.J. Humphries","OT",77,307,21.3506849315068,5.12,31,26,4.64,104,7.87,1,24
"2240",20150227,"Martin Ifedi","DE",75,275,23.6684931506849,4.88,31,16,4.58,111,7.39,7,227
"2241",20150231,"Joey Iosefa","RB",73,245,23.8794520547945,5.02,31.5,30,4.33,110,7.24,7,231
"2242",20150160,"Jesse James","TE",79,261,20.9178082191781,4.83,37.5,26,4.5,121,7.53,5,160
"2243",20150137,"Grady Jarrett","DT",72,305,22.0191780821918,5.06,31,30,4.56,112,7.37,5,137
"2244",20150181,"Kyshoen Jarrett","S",70,200,22.0027397260274,4.57,33,21,4.4,109,6.95,6,181
"2246",20150086,"David Johnson","RB",73,224,23.386301369863,4.5,41.5,25,4.27,127,6.82,3,86
"2250",20150234,"Dezmin Lewis","WR",76,214,22.413698630137,4.58,33.5,16,4.28,119,7.11,7,234
"2251",20150156,"Tony Lippett","WR",75,192,22.841095890411,4.61,36,10,4.13,114,6.92,5,156
"2255",20150083,"Craig Mager","DB",71,200,22.8986301369863,4.44,38,17,4.07,130,6.83,3,83
"2257",20150061,"Ali Marpet","C",76,307,22.0493150684932,4.98,30.5,30,4.47,108,7.33,2,61
"2258",20150082,"Lorenzo Mauldin","OLB",76,259,22.5917808219178,4.85,32,23,4.58,112,7.47,3,82
"2259",20150245,"Tre McBride","WR",72,210,22.4246575342466,4.41,38,16,4.08,122,6.96,7,245
"2260",20150145,"Bobby McCain","DB",71,192,21.7123287671233,4.51,36,17,3.82,130,6.8,5,145
"2263",20150043,"Benardrick McKinney","LB",76,250,22.4575342465753,4.66,40.5,16,4.27,121,7.21,2,43
"2264",20150081,"John Miller","OG",75,315,21.7287671232877,5.33,27,29,4.75,104,8.2,3,81
"2265",20150049,"Mitch Morse","OL",78,305,23.0383561643836,5.14,31,36,4.5,112,7.6,2,49
"2266",20150098,"Steven Nelson","DB",71,194,22.2821917808219,4.49,34.5,19,4.07,115,6.88,3,98
"2267",20150217,"Rakeem Nunez-Roches","DT",74,307,21.8383561643836,5.02,34,26,4.69,114,7.67,6,217
"2268",20150074,"Owamagbe Odighizuwa","DE",76,264,23.0931506849315,4.62,39,25,4.19,127,7.36,3,74
"2269",20150194,"Nick O'Leary","TE",75,252,22.6767123287671,4.93,30.5,21,4.5,110,7.4,6,194
"2271",20150018,"Marcus Peters","DB",72,197,22.3178082191781,4.53,37.5,17,4.08,121,7.08,1,18
"2272",20150052,"Jordan Phillips","DT",78,333,22.6191780821918,5.17,30,28,4.68,105,7.88,2,52
"2273",20150130,"Terry Poole","OT",77,300,23.186301369863,5.09,31,25,4.66,113,7.9,4,130
"2274",20150066,"Jeremiah Poutasi","OT",77,330,20.7424657534247,5.32,26.5,26,4.89,95,8.09,3,66
"2276",20150143,"MyCole Pruitt","TE",74,243,23.1150684931507,4.58,38,17,4.37,118,7.25,5,143
"2277",20150219,"Hayes Pullard","LB",72,235,23.0465753424658,4.78,31,19,4.39,110,7.07,7,219
"2278",20150030,"Damarious Randall","S",71,196,22.6821917808219,4.46,38,14,4.07,120,6.83,1,30
"2279",20150064,"Jordan Richards","S",71,210,22.2849315068493,4.65,32,13,4.22,111,6.74,2,64
"2280",20150232,"Edmond Robinson","OLB",75,245,23.1972602739726,4.61,37,20,4.38,121,7.49,7,232
"2281",20150062,"Quinten Rollins","DB",71,195,22.8054794520548,4.57,36.5,14,4.28,122,7.1,2,62
"2282",20150047,"Eric Rowe","DB",73,205,22.586301369863,4.45,39,19,3.97,125,6.7,2,47
"2284",20150163,"Ryan Russell","DE",77,275,23.2986301369863,4.75,32.5,25,4.47,119,7.25,5,163
"2285",20150129,"Jake Ryan","OLB",74,240,23.186301369863,4.65,34,20,4.2,120,7.11,4,129
"2286",20150059,"Ty Sambrailo","OL",77,315,23.1534246575342,5.36,29,23,4.58,97,7.54,2,59
"2288",20150120,"Josh Shaw","DB",73,190,23.1068493150685,4.44,37.5,26,4.12,130,7.01,4,120
"2289",20150012,"Danny Shelton","DT",74,335,21.7068493150685,5.64,30.5,34,4.65,95,7.99,1,12
"2290",20150228,"Austin Shepherd","OT",76,327,22.9369863013699,5.39,29,17,4.7,94,8.04,7,228
"2291",20150223,"Deon Simon","DT",76,332,24.8328767123288,5.12,29.5,35,4.76,105,7.92,7,223
"2292",20150065,"D'Joun Smith","DB",71,193,22.613698630137,4.45,36,18,4.26,124,6.96,3,65
"2293",20150034,"Donovan Smith","OT",78,338,21.8657534246575,5.27,32,26,4.79,109,7.95,2,34
"2294",20150038,"Preston Smith","DE",77,265,22.4630136986301,4.74,34,24,4.28,121,7.07,2,38
"2295",20150170,"Tye Smith","DB",72,195,22.0054794520548,4.6,36.5,15,3.96,124,6.97,5,170
"2296",20150122,"Za'Darius Smith","DE",76,275,22.6547945205479,4.83,29,23,4.66,113,7.42,4,122
"2297",20150028,"Laken Tomlinson","OG",75,312,23.2356164383562,5.33,31.5,25,4.87,103,8.17,1,28
"2300",20150068,"Clive Walford","TE",76,250,23.5397260273973,4.79,30.5,20,4.57,120,7.32,3,68
"2301",20150204,"Darren Waller","WR",78,255,22.641095890411,4.46,37,12,4.25,125,7.07,6,204
"2302",20150199,"Leterrius Walton","DT",77,305,23.0958904109589,5.25,27,25,4.78,103,7.91,6,199
"2304",20150011,"Trae Waynes","DB",72,190,22.7780821917808,4.31,38,19,4.39,122,7.06,1,11
"2305",20150007,"Kevin White","WR",75,216,22.8602739726027,4.35,36.5,23,4.14,118,6.92,1,7
"2307",20150155,"Karlos Williams","RB",73,230,22.0027397260274,4.48,33.5,16,4.46,117,7.16,5,155
"2308",20150055,"Maxx Williams","TE",76,257,21.0630136986301,4.78,34.5,17,4.37,117,7.3,2,55
"2309",20150078,"P.J. Williams","DB",72,196,21.9260273972603,4.57,40,12,4.28,132,7.08,3,78
"2311",20150127,"Damien Wilson","LB",73,245,21.9369863013699,4.77,37,22,4.2,119,7.21,4,127
"2312",20150113,"Gabe Wright","DT",75,305,23.0876712328767,5.07,26.5,34,4.56,100,7.73,4,113
"2313",20150036,"T.J. Yeldon","RB",73,223,21.5890410958904,4.61,36,22,4.22,117,7.19,2,36
"2317",20160234,"Vadal Alexander","OG",77,326,22.1150684931507,5.57,24,25,4.9,95,8.04,7,234
"2321",20160121,"Willie Beavers","OT",77,322,22.586301369863,5.28,25.5,20,4.71,103,7.96,4,121
"2322",20160122,"Andrew Billings","DT",73,325,21.1616438356164,5.05,27.5,31,4.82,113,8.05,4,122
"2323",20160142,"Ronald Blair","DE",76,270,23.2821917808219,5.15,30,32,4.53,113,7.95,5,142
"2324",20160248,"Austin Blythe","C",75,300,23.8821917808219,5.36,27.5,29,4.53,99,7.52,7,248
"2326",20160128,"Evan Boehm","C",75,310,22.7068493150685,5.33,28.5,24,4.69,96,7.52,4,128
"2327",20160183,"Devante Bond","OLB",73,236,22.8356164383562,4.7,37.5,21,4.36,121,7.07,6,183
"2328",20160003,"Joey Bosa","DE",77,280,20.813698630137,4.86,32,24,4.21,120,6.89,1,3
"2329",20160055,"Tyler Boyd","WR",74,197,21.4657534246575,4.58,34,11,4.35,119,6.9,2,55
"2330",20160062,"James Bradberry","DB",73,212,22.7479452054795,4.5,36,16,4.21,124,6.91,2,62
"2333",20160160,"Kentrell Brothers","OLB",73,242,23.2328767123288,4.89,28.5,19,4.11,110,6.99,5,160
"2334",20160189,"Anthony Brown","DB",71,196,22.3835616438356,4.33,35,19,4.19,115,7.03,6,189
"2337",20160072,"Jonathan Bullard","DE",74,296,21.5315068493151,4.93,32,23,4.56,116,7.31,3,72
"2338",20160213,"Aaron Burbridge","WR",73,208,22.3616438356164,4.56,30.5,20,4.31,115,7.22,6,213
"2339",20160118,"Juston Burris","DB",72,212,22.7479452054795,4.53,36.5,19,4.4,122,7.1,4,118
"2340",20160030,"Vernon Butler","OG",76,330,21.8876712328767,5.33,29.5,26,4.76,104,7.82,1,30
"2342",20160075,"Shilique Calhoun","DE",76,251,24.1232876712329,4.82,35,23,4.25,115,6.97,3,75
"2343",20160209,"Maurice Canady","DB",73,193,21.9397260273973,4.49,38,16,4.09,124,7.03,6,209
"2344",20160067,"Maliek Collins","DT",74,308,21.0712328767123,5.03,29.5,25,4.52,109,7.53,3,67
"2345",20160008,"Jack Conklin","OT",78,308,21.7123287671233,5,30,25,4.57,103,7.63,1,8
"2346",20160174,"Fahn Cooper","OT",77,311,23.0109589041096,5.17,25,19,4.89,102,7.85,5,174
"2349",20160151,"Joe Dahl","OG",76,305,23.0684931506849,5.18,31,28,4.77,109,7.64,5,151
"2350",20160232,"Steven Daniels","LB",71,245,23.3917808219178,4.86,32,16,4.54,112,7.33,7,232
"2351",20160058,"Sean Davis","S",73,202,22.5287671232877,4.46,37.5,21,3.97,126,6.64,2,58
"2352",20160163,"Trevor Davis","WR",73,188,22.8328767123288,4.42,38.5,11,4.22,124,6.6,5,163
"2353",20160103,"Sheldon Day","DT",73,294,21.841095890411,5.07,30,21,4.5,102,7.44,4,103
"2354",20160016,"Taylor Decker","OT",79,311,21.6958904109589,5.23,29,20,4.76,101,7.7,1,16
